qseqid	sseqid	Gene_catalogue	Enzyme
k117_220778_2	336116140	k117_220778_2_M-CN	purN
k117_221369_3	3847.GLYMA03G06830.1	k117_221369_3_M-CN	phny
k117_222636_2	A0A538A4E4	k117_222636_2_M-CN	pyrH
k117_22269_1	715226.ABI_45140	k117_22269_1_M-CN	ppc
k117_225371_5	1206101.AZXC01000014_gene679	k117_225371_5_M-CN	gnd
k117_227397_2	1397666.RS24_01006	k117_227397_2_M-CN	tmk
k117_229642_1	1235797.C816_00676	k117_229642_1_M-CN	pyk
k117_234118_3	rhz:RHPLAN_47460	k117_234118_3_M-CN	phoD
k117_237059_1	290399.Arth_0924	k117_237059_1_M-CN	purN
k117_239599_1	rhz:RHPLAN_67530	k117_239599_1_M-CN	pckA
k117_242662_2	1297865.APJD01000005_gene3785	k117_242662_2_M-CN	pstB
k117_243202_2	A0A537YU44	k117_243202_2_M-CN	purM
k117_246292_5	42068.L0PHB7	k117_246292_5_M-CN	gnd
k117_247133_4	A0A538MMH7	k117_247133_4_M-CN	gnd
k117_251490_1	1299327.I546_0726	k117_251490_1_M-CN	purL
k117_2533_1	pad:TIIST44_06485	k117_2533_1_M-CN	tmk
k117_253451_1	1120936.KB907209_gene1792	k117_253451_1_M-CN	phnK
k117_257906_2	A0A3D5DQY4	k117_257906_2_M-CN	dut
k117_25902_1	rhz:RHPLAN_06940	k117_25902_1_M-CN	pstB
k117_259088_1	68223.JNZY01000002_gene4994	k117_259088_1_M-CN	gdh
k117_259133_1	1235797.C816_00676	k117_259133_1_M-CN	pyk
k117_261473_3	A0A538D967	k117_261473_3_M-CN	dcd
k117_26367_1	1449976.KALB_7343	k117_26367_1_M-CN	RegX3
k117_267330_2	1504672.669787679	k117_267330_2_M-CN	rpiA
k117_271760_1	A0A538FXX3	k117_271760_1_M-CN	guaB
k117_275358_1	A0A537YR31	k117_275358_1_M-CN	purC
k117_275358_2	A0A537ZWE9	k117_275358_2_M-CN	purC
k117_275850_3	291300614	k117_275850_3_M-CN	phnC
k117_282465_1	A0A125SZT7	k117_282465_1_M-CN	guaB
k117_290749_12	bsj:UP17_24330	k117_290749_12_M-CN	purS
k117_291399_2	rhz:RHPLAN_67850	k117_291399_2_M-CN	phnC
k117_29298_1	A0A537ZGI1	k117_29298_1_M-CN	purC
k117_295259_4	2074.JNYD01000023_gene1308	k117_295259_4_M-CN	ugpC
k117_296848_6	A0A538GBH5	k117_296848_6_M-CN	adk
k117_299755_1	1380355.JNIJ01000009_gene1682	k117_299755_1_M-CN	phnM
k117_299755_2	A0A537UXE7	k117_299755_2_M-CN	phnN
k117_300698_2	497964.CfE428DRAFT_3627	k117_300698_2_M-CN	purL
k117_303742_2	1463825.JNXC01000125_gene729	k117_303742_2_M-CN	purN
k117_308523_1	1267535.KB906767_gene860	k117_308523_1_M-CN	gdh
k117_308747_2	408404195	k117_308747_2_M-CN	purQ
k117_309251_2	1048339.KB913029_gene1319	k117_309251_2_M-CN	purE
k117_315228_1	1120936.KB907219_gene3189	k117_315228_1_M-CN	gdh
k117_315580_2	231434.JQJH01000004_gene693	k117_315580_2_M-CN	gdh
k117_315875_4	114567817	k117_315875_4_M-CN	ugpC
k117_316352_1	1449076.JOOE01000003_gene3846	k117_316352_1_M-CN	purK
k117_316792_4	316067.Geob_1213	k117_316792_4_M-CN	NA
k117_317660_3	2002.JOEQ01000004_gene3145	k117_317660_3_M-CN	phoB
k117_318275_2	A0A538D2K1	k117_318275_2_M-CN	purE
k117_318568_2	1385519.N801_02380	k117_318568_2_M-CN	ugpC
k117_324921_1	132908.ENSPVAP00000001157	k117_324921_1_M-CN	purF
k117_334438_1	psin:CAK95_13505	k117_334438_1_M-CN	prsA
k117_3359_3	271963166	k117_3359_3_M-CN	phnC
k117_339813_1	psin:CAK95_23590	k117_339813_1_M-CN	pstB
k117_342659_1	nvn:NVIE_008750	k117_342659_1_M-CN	purN
k117_344228_4	1382315.JPOI01000001_gene1502	k117_344228_4_M-CN	gdh
k117_34885_2	rhz:RHPLAN_39070	k117_34885_2_M-CN	pyrH
k117_34885_3	A0A6N7GKN4	k117_34885_3_M-CN	pyrH
k117_354846_1	A0A1H6DZM3	k117_354846_1_M-CN	ppc
k117_358773_3	1236902.ANAS01000019_gene4106	k117_358773_3_M-CN	RegX3
k117_36616_3	1038860.AXAP01000106_gene4263	k117_36616_3_M-CN	ugpC
k117_36718_6	883126.HMPREF9710_01453	k117_36718_6_M-CN	adk
k117_368118_2	471852.Tcur_3008	k117_368118_2_M-CN	gmk
k117_36929_1	1187851.A33M_3287	k117_36929_1_M-CN	spoT
k117_371015_1	349741.Amuc_1304	k117_371015_1_M-CN	pstA
k117_371380_2	1380355.JNIJ01000038_gene4883	k117_371380_2_M-CN	cmk
k117_371508_1	A0A538IH62	k117_371508_1_M-CN	gnd
k117_375532_3	1394178.AWOO02000061_gene5947	k117_375532_3_M-CN	nrdJ
k117_375959_1	384221318	k117_375959_1_M-CN	phoB
k117_376106_5	1123368.AUIS01000005_gene412	k117_376106_5_M-CN	gdh
k117_376288_2	1906.SFRA_15145	k117_376288_2_M-CN	deoB
k117_376535_1	gma:AciX8_2885	k117_376535_1_M-CN	gnd
k117_376708_1	A0A537UYU3	k117_376708_1_M-CN	purM
k117_379348_1	rhz:RHPLAN_62010	k117_379348_1_M-CN	pstB
k117_381455_2	46579736	k117_381455_2_M-CN	adk
k117_382540_1	1380355.JNIJ01000001_gene4077	k117_382540_1_M-CN	pyrE
k117_386596_1	1288083.AUKR01000025_gene3488	k117_386596_1_M-CN	phoU
k117_387089_1	551789.ATVJ01000001_gene2605	k117_387089_1_M-CN	guaA
k117_391346_1	1120936.KB907212_gene5255	k117_391346_1_M-CN	tmk
k117_393489_6	428308563	k117_393489_6_M-CN	phnC
k117_394031_1	A0A538K4Q4	k117_394031_1_M-CN	dut
k117_39409_3	284990935	k117_39409_3_M-CN	purE
k117_408152_3	A0A132MXG8	k117_408152_3_M-CN	guaB
k117_408849_1	67257.JODR01000015_gene5842	k117_408849_1_M-CN	phny
k117_411215_2	1304878.AUGD01000007_gene5660	k117_411215_2_M-CN	pstB
k117_412539_2	bvv:BHK69_09195	k117_412539_2_M-CN	phnL
k117_41339_2	A0A537VQZ2	k117_41339_2_M-CN	ugpC
k117_413635_1	rhz:RHPLAN_22830	k117_413635_1_M-CN	pstB
k117_419945_1	1380355.JNIJ01000019_gene4602	k117_419945_1_M-CN	purH
k117_420868_1	1267534.KB906759_gene1842	k117_420868_1_M-CN	gnd
k117_424434_3	269127602	k117_424434_3_M-CN	ugpC
k117_425808_1	A0A538A5H2	k117_425808_1_M-CN	pyrG
k117_429437_1	479205775	k117_429437_1_M-CN	phnN
k117_429813_3	A0A538GAR9	k117_429813_3_M-CN	ndk
k117_42990_2	xii:AMD24_00517	k117_42990_2_M-CN	guaA
k117_430053_2	1120956.JHZK01000027_gene1172	k117_430053_2_M-CN	pstB
k117_43079_1	944435.AXAJ01000001_gene831	k117_43079_1_M-CN	gdh
k117_435875_2	1123229.AUBC01000006_gene857	k117_435875_2_M-CN	adk
k117_436642_1	134097702	k117_436642_1_M-CN	phnC
k117_440886_4	rhz:RHPLAN_68980	k117_440886_4_M-CN	phnC
k117_440954_1	paeu:BN889_07012	k117_440954_1_M-CN	phny
k117_443095_2	426117.M446_5433	k117_443095_2_M-CN	phnL
k117_451126_1	1499967.BAYZ01000105_gene3494	k117_451126_1_M-CN	pyrE
k117_452534_3	A0A538F369	k117_452534_3_M-CN	pstA
k117_454944_1	1463864.JOGO01000011_gene5426	k117_454944_1_M-CN	phnC
k117_455085_1	1068978.AMETH_1473	k117_455085_1_M-CN	phnC
k117_460141_2	psin:CAK95_13890	k117_460141_2_M-CN	ppa
k117_466430_4	A0A1Q7UFW7	k117_466430_4_M-CN	purQ
k117_466820_5	1408418.JNJH01000005_gene2086	k117_466820_5_M-CN	gnl
k117_468132_2	1283299.AUKG01000002_gene4065	k117_468132_2_M-CN	pstS
k117_469162_5	1304865.JAGF01000001_gene2506	k117_469162_5_M-CN	purL
k117_470129_2	59538.XP_005965755.1	k117_470129_2_M-CN	adk
k117_474876_1	A0A537S4A6	k117_474876_1_M-CN	phoB
k117_476618_2	1121272.KB903249_gene2215	k117_476618_2_M-CN	ugpC
k117_478540_1	A0A1Q7VHA3	k117_47854_1_M-CN	purL
k117_483396_1	A0A2V9JC34	k117_483396_1_M-CN	gnd
k117_489206_4	709797.CSIRO_1766	k117_489206_4_M-CN	ppk
k117_490239_2	nja:NSJP_2569	k117_490239_2_M-CN	gnd
k117_49422_2	A0A538EZ16	k117_49422_2_M-CN	purB
k117_494552_4	408672.NBCG_05744	k117_494552_4_M-CN	purD
k117_494941_7	1265310.CCBD010000095_gene4333	k117_494941_7_M-CN	gnd
k117_495493_4	A0A538GRS0	k117_495493_4_M-CN	ugpC
k117_496644_1	rhz:RHPLAN_16600	k117_496644_1_M-CN	phnC
k117_498726_3	655812.HMPREF0061_1419	k117_498726_3_M-CN	purF
k117_499600_7	1003195.SCAT_3199	k117_499600_7_M-CN	phnL
k117_501932_2	A0A2W5ZHD7	k117_501932_2_M-CN	pstB
k117_501932_3	1283299.AUKG01000002_gene4067	k117_501932_3_M-CN	pstA
k117_502609_1	A0A2V5YQ87	k117_502609_1_M-CN	ppk
k117_508761_1	883078.HMPREF9695_04898	k117_5087_3_M-CN	phoB
k117_509143_2	172088.AUGA01000059_gene4267	k117_509143_2_M-CN	gdh
k117_512813_12	426117.M446_4410	k117_512813_12_M-CN	phnL
k117_515499_3	A0A538FH25	k117_515499_3_M-CN	deoB
k117_516338_5	A0A538JYN7	k117_516338_5_M-CN	purQ
k117_516685_1	A0A538KW13	k117_516685_1_M-CN	ppc
k117_517957_1	A0A1A3A2N1	k117_517957_1_M-CN	ppc
k117_52424_2	1380390.JIAT01000013_gene172	k117_52424_2_M-CN	phoB
k117_528338_1	521003.COLINT_03274	k117_528338_1_M-CN	ptsI
k117_537955_2	272630.MexAM1_META1p2908	k117_537955_2_M-CN	ppk
k117_542214_2	W4LD57	k117_542214_2_M-CN	pyrH
k117_56097_3	A0A7G8BGS1	k117_56097_3_M-CN	gnd
k117_56421_3	208444.JNYY01000013_gene7614	k117_56421_3_M-CN	dut
k117_56900_1	A0A1Q7B8U1	k117_56900_1_M-CN	gmk
k117_60915_1	A0A2V6J1N7	k117_60915_1_M-CN	gmk
k117_68336_5	1197906.CAJQ02000044_gene1776	k117_68336_5_M-CN	phnL
k117_68483_5	1122962.AULH01000025_gene3338	k117_68483_5_M-CN	ugpC
k117_70692_1	psin:CAK95_05880	k117_70692_1_M-CN	phoR
k117_73370_2	A0A522Q6X8	k117_73370_2_M-CN	purQ
k117_73679_2	1210884.HG799462_gene7880	k117_73679_2_M-CN	SenX3
k117_79367_4	1121952.ATXT01000013_gene2216	k117_79367_4_M-CN	ugpA
k117_80055_1	420324.KI912069_gene6360	k117_80055_1_M-CN	gdh
k117_8024_1	37519602	k117_8024_1_M-CN	phoR
k117_84942_5	A0A538A075	k117_84942_5_M-CN	guaA
k117_87829_1	426117.M446_5972	k117_87829_1_M-CN	pit
k117_87924_1	A0A538G0X8	k117_87924_1_M-CN	dcd
k117_91237_1	883078.HMPREF9695_02987	k117_91237_1_M-CN	pstB
k117_92534_1	1380355.JNIJ01000034_gene4341	k117_92534_1_M-CN	guaA
k117_93364_3	A0A6J4T1J5	k117_93364_3_M-CN	purA
k117_93611_1	A0A7J9YTF8	k117_93611_1_M-CN	rpiA
k117_93690_1	1463885.KL578473_gene5526	k117_93690_1_M-CN	pyrF
k117_9551_2	A0A1Q7X753	k117_9551_2_M-CN	purD
k117_96913_2	1352941.M877_20025	k117_96913_2_M-CN	guaA
k117_97897_3	1380356.JNIK01000011_gene1989	k117_97897_3_M-CN	pstB
k117_98000_1	272134.KB731324_gene6220	k117_98000_1_M-CN	RegX3
k117_98442_1	284044341	k117_98442_1_M-CN	pit
k117_102984_2	rhz:RHPLAN_07250	k117_102984_2_M-RA	purM
k117_103186_1	A0A538MHE9	k117_103186_1_M-RA	purD
k117_103186_2	A0A538M4Z9	k117_103186_2_M-RA	purD
k117_10520_3	A0A3N5TT05	k117_10520_3_M-RA	purE
k117_108208_1	A0A537UEM0	k117_108208_1_M-RA	dut
k117_108972_4	aab:A4R43_16645	k117_108972_4_M-RA	gdh
k117_110846_1	1236501.BAJU01000022_gene2115	k117_110846_1_M-RA	phnL
k117_110877_1	A0A2V6BPE0	k117_110877_1_M-RA	purL
k117_110901_1	935261.JAGL01000021_gene502	k117_110901_1_M-RA	phnL
k117_115003_1	ntp:CRH09_03910	k117_115003_1_M-RA	pstA
k117_115307_1	1041159.AZUW01000016_gene1476	k117_115307_1_M-RA	ppk
k117_117081_7	psin:CAK95_19800	k117_117081_7_M-RA	dcd
k117_117477_3	556563572	k117_117477_3_M-RA	gdh
k117_121322_2	1463864.JOGO01000011_gene5426	k117_121322_2_M-RA	phnC
k117_123439_1	psin:CAK95_13505	k117_123439_1_M-RA	prsA
k117_12434_3	A0A1Q7UCV0	k117_12434_3_M-RA	purM
k117_124446_2	220921735	k117_124446_2_M-RA	phnL
k117_124446_3	935261.JAGL01000021_gene502	k117_124446_3_M-RA	phnL
k117_124476_2	136993.KB900626_gene1540	k117_124476_2_M-RA	phnC
k117_126045_1	867903.ThesuDRAFT_00566	k117_126045_1_M-RA	purF
k117_126045_7	103733.JNYO01000004_gene7976	k117_126045_7_M-RA	adk
k117_126623_2	392379659	k117_126623_2_M-RA	ugpC
k117_126945_1	1452536.JARE01000045_gene2219	k117_126945_1_M-RA	pstC
k117_126945_2	1120959.ATXF01000008_gene589	k117_126945_2_M-RA	pstA
k117_126945_3	A0A8I1U071	k117_126945_3_M-RA	pstB
k117_127392_2	1463879.JOHP01000115_gene1311	k117_127392_2_M-RA	phnC
k117_13073_1	A0A537SU26	k117_13073_1_M-RA	pstS
k117_132066_1	83309373	k117_132066_1_M-RA	phoB
k117_133019_1	A0A533VH13	k117_133019_1_M-RA	purA
k117_133039_1	1043493.BBLU01000003_gene2377	k117_133039_1_M-RA	phnC
k117_133536_7	ngv:CDO52_25905	k117_133536_7_M-RA	tmk
k117_134424_6	vgo:GJW-30_1_00699	k117_134424_6_M-RA	phnK
k117_134985_1	vgo:GJW-30_1_03769	k117_134985_1_M-RA	phoP
k117_135646_1	328545820	k117_135646_1_M-RA	RegX3
k117_13779_1	1380354.JIAN01000005_gene2065	k117_13779_1_M-RA	phnT
k117_137942_3	1123072.AUDH01000002_gene2449	k117_137942_3_M-RA	ugpC
k117_138045_1	42256.RradSPS_3049	k117_138045_1_M-RA	phoB
k117_140132_2	1463856.JOHY01000012_gene3215	k117_140132_2_M-RA	ndk
k117_141449_2	brad:BF49_1674	k117_141449_2_M-RA	pit
k117_143162_1	1040989.AWZU01000001_gene5965	k117_143162_1_M-RA	purA
k117_143249_2	430760430	k117_143249_2_M-RA	deoB
k117_144749_3	1123247.AUIJ01000036_gene1391	k117_144749_3_M-RA	pstB
k117_145152_1	1283299.AUKG01000002_gene5232	k117_145152_1_M-RA	spoT
k117_147146_2	nga:Ngar_c06980	k117_147146_2_M-RA	gdh
k117_14720_1	A0A538K590	k117_14720_1_M-RA	purA
k117_147900_1	1120950.KB892818_gene7124	k117_147900_1_M-RA	purM
k117_152408_2	A0A537TP05	k117_152408_2_M-RA	guaA
k117_152408_3	1121877.JQKF01000009_gene498	k117_152408_3_M-RA	guaA
k117_152730_1	A0A1Q7UFW7	k117_152730_1_M-RA	purQ
k117_153715_2	1385519.N801_05720	k117_153715_2_M-RA	phnC
k117_155441_1	1168059.KB899087_gene1155	k117_155441_1_M-RA	purM
k117_160530_4	1463887.KL590022_gene2717	k117_160530_4_M-RA	pstB
k117_161546_3	68170.KL590557_gene5323	k117_161546_3_M-RA	dut
k117_165270_2	1283299.AUKG01000003_gene288	k117_165270_2_M-RA	ugpC
k117_168092_1	408403249	k117_168092_1_M-RA	gnd
k117_168317_18	408403071	k117_168317_18_M-RA	purB
k117_168373_1	nvn:NVIE_008750	k117_168373_1_M-RA	purN
k117_168373_3	408403985	k117_168373_3_M-RA	rpiA
k117_168430_2	A0A1F2Y8A5	k117_168430_2_M-RA	tmk
k117_168719_2	990285.RGCCGE502_21010	k117_168719_2_M-RA	gdh
k117_17036_1	1525715.IX54_05110	k117_17036_1_M-RA	dut
k117_17046_1	108805005	k117_17046_1_M-RA	adk
k117_171312_1	1206101.AZXC01000018_gene5489	k117_171312_1_M-RA	tmk
k117_173380_3	497964.CfE428DRAFT_3627	k117_173380_3_M-RA	purL
k117_175340_3	1283299.AUKG01000005_gene64	k117_175340_3_M-RA	ppx
k117_177798_2	909943.HIMB100_00004710	k117_177798_2_M-RA	gmk
k117_181893_3	A0A6J4PWJ7	k117_181893_3_M-RA	purF
k117_183400_2	402777.KB235904_gene3052	k117_183400_2_M-RA	phoB
k117_184503_4	A0A2V2UEG7	k117_184503_4_M-RA	pstB
k117_184985_3	1463821.JOGR01000009_gene1808	k117_184985_3_M-RA	purD
k117_185066_5	A0A537UU48	k117_185066_5_M-RA	purQ
k117_186223_10	A0A537SLP1	k117_186223_10_M-RA	tmk
k117_186601_2	2074.JNYD01000023_gene1308	k117_186601_2_M-RA	ugpC
k117_188829_1	1532558.JL39_03430	k117_188829_1_M-RA	pit
k117_18948_3	rhz:RHPLAN_65200	k117_18948_3_M-RA	phnC
k117_189738_2	336179761	k117_189738_2_M-RA	adk
k117_18989_2	A0A6J4R352	k117_18989_2_M-RA	purA
k117_190820_1	336119755	k117_190820_1_M-RA	pyk
k117_191378_21	taa:NMY3_02380	k117_191378_21_M-RA	ugpC
k117_192010_2	A0A525VME8	k117_192010_2_M-RA	gmk
k117_192080_1	1120936.KB907208_gene913	k117_192080_1_M-RA	tmk
k117_192698_1	271962994	k117_192698_1_M-RA	phnC
k117_197273_5	A0A6G1YTL9	k117_197273_5_M-RA	pstC
k117_200724_2	330084.JNYZ01000039_gene4092	k117_200724_2_M-RA	purH
k117_20261_2	1207063.P24_07879	k117_202613_1_M-RA	pstB
k117_202638_2	A0A538MHH7	k117_202638_1_M-RA	purC
k117_20548_1	1504822.CCNO01000008_gene1962	k117_20548_1_M-RA	tmk
k117_2086_3	1172179.AUKV01000010_gene4268	k117_2086_3_M-RA	ppc
k117_210022_2	rbm:TEF_10645	k117_210022_2_M-RA	phnT
k117_210116_2	A0A2V2U6I9	k117_210116_2_M-RA	pstC
k117_210116_3	408403597	k117_210116_3_M-RA	pstA
k117_214571_3	rhz:RHPLAN_46490	k117_214571_3_M-RA	pstB
k117_21571_6	1415166.NONO_c02100	k117_21571_6_M-RA	phnC
k117_21588_1	1121033.AUCF01000012_gene943	k117_21588_1_M-RA	gdh
k117_216100_7	psin:CAK95_06830	k117_216100_7_M-RA	phoR
k117_216720_2	A0A7C3X243	k117_216720_2_M-RA	ndk
k117_217194_1	nvn:NVIE_015540	k117_217194_1_M-RA	purP
k117_218143_3	noy:EXE57_03965	k117_218143_3_M-RA	phoP
k117_219344_1	1120950.KB892720_gene1874	k117_219344_1_M-RA	gdh
k117_222281_3	strc:AA958_05600	k117_222281_3_M-RA	pstB
k117_222358_1	vgo:GJW-30_1_00499	k117_222358_1_M-RA	phnC
k117_223359_1	336116908	k117_223359_1_M-RA	purH
k117_225884_1	A0A537YU44	k117_225884_1_M-RA	purM
k117_225935_1	237368.SCABRO_02609	k117_225935_1_M-RA	deoB
k117_228977_2	1172188.KB911822_gene918	k117_228977_2_M-RA	purK
k117_23397_2	A0A2V5ZED4	k117_23397_2_M-RA	pyk
k117_234499_3	A0A2H5WD30	k117_234499_3_M-RA	purC
k117_235787_5	A0A345ZQS6	k117_235787_5_M-RA	purC
k117_236702_4	A0A2V6BFJ4	k117_236702_4_M-RA	purS
k117_238117_1	114567817	k117_238117_1_M-RA	ugpC
k117_243810_1	rhz:RHPLAN_27370	k117_243810_1_M-RA	phnT
k117_244491_3	408404264	k117_244491_3_M-RA	pyrG
k117_246606_1	A0A538GIN1	k117_246606_1_M-RA	pyrG
k117_247302_2	302868032	k117_247302_2_M-RA	phnL
k117_24762_2	A0A7C2H7V8	k117_24762_2_M-RA	purL
k117_250816_1	vgo:GJW-30_1_03188	k117_250816_1_M-RA	pstB
k117_252999_2	1283299.AUKG01000001_gene1989	k117_252999_2_M-RA	dcd
k117_25509_1	42256.RradSPS_0746	k117_25509_1_M-RA	nrdD
k117_255210_2	336117395	k117_255210_2_M-RA	pyrG
k117_263703_6	312115626	k117_263703_6_M-RA	phoB
k117_264382_1	649831.L083_5881	k117_264382_1_M-RA	ppc
k117_265999_1	996637.SGM_4853	k117_265999_1_M-RA	phnC
k117_267870_4	A0A537YV64	k117_267870_4_M-RA	ndk
k117_270767_2	189753.AXAS01000041_gene2542	k117_270767_2_M-RA	phnN
k117_272445_4	284047340	k117_272445_4_M-RA	phoB
k117_273389_1	336120407	k117_273389_1_M-RA	pstB
k117_273683_3	nja:NSJP_2569	k117_273683_3_M-RA	gnd
k117_274697_3	1120950.KB892754_gene5996	k117_274697_3_M-RA	phoP
k117_275203_3	A0A537ZV59	k117_275203_3_M-RA	purF
k117_277616_2	336116311	k117_277616_2_M-RA	purA
k117_280076_5	A0A538DR85	k117_280076_5_M-RA	pyrE
k117_283262_1	ace:Acel_1820	k117_283262_1_M-RA	gnd
k117_289793_2	A0A2V6AGM9	k117_289793_2_M-RA	gmk
k117_295427_2	1396141.BATP01000001_gene5393	k117_295427_2_M-RA	pckA
k117_297265_1	2045.KR76_24490	k117_297265_1_M-RA	phnC
k117_308967_1	1380356.JNIK01000013_gene4283	k117_308967_1_M-RA	pyrE
k117_310849_1	1380390.JIAT01000014_gene6093	k117_310849_1_M-RA	guaA
k117_31242_3	A0A537S4A6	k117_31242_3_M-RA	phoB
k117_314238_5	A0A5N6MIV5	k117_314238_5_M-RA	dut
k117_329638_3	1187851.A33M_3770	k117_329638_3_M-RA	pstA
k117_331374_4	mgg:MPLG2_3900	k117_331374_4_M-RA	pstB
k117_337300_4	vit:ADP71_12190	k117_337300_4_M-RA	purS
k117_337958_3	500153.JOEK01000021_gene24	k117_337958_3_M-RA	ugpC
k117_338289_3	A0A538MVX7	k117_338289_3_M-RA	ugpC
k117_339508_1	1297863.APJF01000019_gene2404	k117_339508_1_M-RA	phnK
k117_342907_3	A0A538KSB3	k117_342907_3_M-RA	purB
k117_346177_1	1380394.JADL01000004_gene5791	k117_346177_1_M-RA	phoP
k117_34687_1	284045942	k117_34687_1_M-RA	pstA
k117_348937_2	1459636.NTE_02374	k117_348937_2_M-RA	pstB
k117_349166_1	nvn:NVIE_025900	k117_349166_1_M-RA	pstB
k117_349363_1	284041764	k117_349363_1_M-RA	phoP
k117_349857_3	led:BBK82_26090	k117_349857_3_M-RA	adk
k117_353309_1	A0A538H4D2	k117_353309_1_M-RA	ugpC
k117_353962_1	A0A1M3BGM5	k117_353962_1_M-RA	adk
k117_354545_3	A0A538GQR8	k117_354545_3_M-RA	gmk
k117_354975_3	1111121.HMPREF1247_0491	k117_354975_3_M-RA	phnL
k117_358836_1	mgg:MPLG2_0068	k117_358836_1_M-RA	phnC
k117_358843_2	A0A2V5XJ45	k117_358843_2_M-RA	purC
k117_361101_2	azt:TSH58p_22930	k117_361101_2_M-RA	phnC
k117_36159_2	1501230.ET33_23760	k117_36159_2_M-RA	aphA
k117_362250_3	408403985	k117_362250_3_M-RA	rpiA
k117_363852_1	124266120	k117_363852_1_M-RA	pstB
k117_364486_2	336119831	k117_364486_2_M-RA	guaB
k117_368357_1	1079986.JH164861_gene7284	k117_368357_1_M-RA	phnC
k117_370169_4	rhz:RHPLAN_51370	k117_370169_4_M-RA	phnC
k117_370200_2	1380393.JHVP01000007_gene4469	k117_370200_2_M-RA	pit
k117_371917_2	kit:CFP65_5478	k117_371917_2_M-RA	pstB
k117_373330_1	agy:ATC03_04580	k117_373330_1_M-RA	phnC
k117_376572_1	A0A537TD71	k117_376572_1_M-RA	purL
k117_377164_1	A0A1H1YUI3	k117_377164_1_M-RA	guaB
k117_382484_1	108805809	k117_382484_1_M-RA	pyrE
k117_382690_2	A0A6J4Q6Y3	k117_382690_2_M-RA	ppk
k117_384867_1	A0A537TAG7	k117_384867_1_M-RA	adk
k117_385593_1	A0A533V5D4	k117_385593_1_M-RA	pyrG
k117_388155_2	A0A538GI53	k117_388155_2_M-RA	purN
k117_389633_1	374336340	k117_389633_1_M-RA	gdh
k117_391480_4	877424.ATWC01000008_gene1452	k117_391480_4_M-RA	pyk
k117_392380_1	A0A538A0Y9	k117_392380_1_M-RA	purN
k117_39246_1	1394178.AWOO02000044_gene4499	k117_39246_1_M-RA	ugpC
k117_394963_8	408404197	k117_394963_8_M-RA	purF
k117_396274_3	298654.FraEuI1c_0980	k117_396274_3_M-RA	nrdD
k117_397026_2	1370120.AUWR01000012_gene1201	k117_397026_2_M-RA	purL
k117_398095_2	13473134	k117_398095_2_M-RA	gdh
k117_398095_3	bvv:BHK69_03860	k117_398095_3_M-RA	gdh
k117_400478_4	882083.SacmaDRAFT_5080	k117_400478_4_M-RA	pyrE
k117_402271_2	stri:C7M71_017160	k117_402271_2_M-RA	adk
k117_403622_2	1137268.AZXF01000029_gene1781	k117_403622_2_M-RA	purL
k117_406743_3	1120950.KB892756_gene6689	k117_406743_3_M-RA	phnK
k117_408954_3	408403071	k117_408954_3_M-RA	purB
k117_409305_1	1118235.CAJH01000010_gene695	k117_409305_1_M-RA	pyrE
k117_412085_1	A0A1Q7FGA9	k117_412085_1_M-RA	guaB
k117_412637_3	256397442	k117_412637_3_M-RA	phnC
k117_419430_3	182414538	k117_419430_3_M-RA	phnK
k117_422920_2	1160137.KB907308_gene7660	k117_422920_2_M-RA	guaB
k117_430845_1	108803751	k117_430845_1_M-RA	pstB
k117_43293_3	nvn:NVIE_020810	k117_43293_3_M-RA	tmk
k117_433443_1	1121861.KB899917_gene3625	k117_433443_1_M-RA	pyrE
k117_434064_1	rga:RGR602_PC00089	k117_434064_1_M-RA	pit
k117_434642_2	1120949.KB903294_gene4210	k117_434642_2_M-RA	phnT
k117_435067_3	350058.Mvan_0434	k117_435067_3_M-RA	pyrE
k117_438248_3	271961841	k117_438248_3_M-RA	phoB
k117_439141_1	1197906.CAJQ02000010_gene3340	k117_439141_1_M-RA	phoB
k117_441364_1	A0A537ZVT3	k117_441364_1_M-RA	dut
k117_441740_1	108803839	k117_441740_1_M-RA	purM
k117_441740_3	A0A6J4PK15	k117_441740_3_M-RA	purH
k117_442469_4	994479.GL877878_gene2688	k117_442469_4_M-RA	phnN
k117_443079_1	1120950.KB892708_gene4417	k117_443079_1_M-RA	pyrE
k117_44368_1	rhz:RHPLAN_22750	k117_44368_1_M-RA	phoP
k117_443788_1	591157.SSLG_05581	k117_443788_1_M-RA	ptsH
k117_445096_13	103733.JNYO01000004_gene7976	k117_445096_13_M-RA	adk
k117_451114_1	A0A538KBJ4	k117_451114_1_M-RA	gnd
k117_453781_1	1463920.JOGB01000090_gene128	k117_453781_1_M-RA	deoB
k117_461037_3	A0A2G2HSQ5	k117_461037_3_M-RA	guaA
k117_465764_2	588932.JHOF01000027_gene1565	k117_465764_2_M-RA	phoB
k117_467828_3	A0A533VDX4	k117_467828_3_M-RA	purE
k117_468115_1	661478.OP10G_4581	k117_468115_1_M-RA	nrdD
k117_472935_1	A0A537XTA2	k117_472935_1_M-RA	purH
k117_475242_3	649831.L083_1017	k117_475242_3_M-RA	guaB
k117_480412_2	1380394.JADL01000011_gene3889	k117_480412_2_M-RA	spoT
k117_481992_1	67257.JODR01000015_gene5842	k117_481992_1_M-RA	phny
k117_481992_2	108805973	k117_481992_2_M-RA	gdh
k117_489775_2	298290653	k117_489775_2_M-RA	phnF
